,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
229,FDX25,12.6,Low Fat,High,Canned,181.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.3
230,NCX42,12.6,Low Fat,Low,Household,165.65,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.13
231,FDG33,12.6,Regular,High,Seafood,170.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.53
232,FDL56,14.1,Low Fat,High,Fruits and Vegetables,86.42,OUT045,2002,NA,Tier 2,Supermarket Type1,1133.86
233,FDF14,7.55,Low Fat,Low,Canned,152.33,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.28
234,NCD06,13.0,Low Fat,High,Household,45.41,OUT046,1997,Small,Tier 1,Supermarket Type1,605.88
235,DRM47,12.6,Low Fat,Low,Hard Drinks,192.88,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.02
236,FDS46,12.6,Regular,High,Snack Foods,118.78,OUT019,1985,Small,Tier 1,Grocery Store,119.18
237,FDB35,12.3,Regular,High,Starchy Foods,92.98,OUT013,1987,High,Tier 3,Supermarket Type1,1929.49
238,FDX21,12.6,Low Fat,High,Snack Foods,109.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.63
239,NCU05,12.6,Low Fat,High,Health and Hygiene,79.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.69
240,NCR38,17.25,Low Fat,High,Household,251.37,OUT045,2002,NA,Tier 2,Supermarket Type1,6795.15
241,NCR18,15.85,Low Fat,Low,Household,42.71,OUT017,2007,NA,Tier 2,Supermarket Type1,639.17
242,NCU41,18.85,Low Fat,High,Health and Hygiene,192.18,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.44
243,FDY56,16.35,Regular,High,Fruits and Vegetables,227.61,OUT017,2007,NA,Tier 2,Supermarket Type1,7222.6
244,DRJ51,14.1,Low Fat,High,Dairy,229.07,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.14
245,FDK21,7.905,Low Fat,Low,Snack Foods,249.04,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.11
246,FDY25,12.0,Low Fat,Low,Canned,179.4,OUT013,1987,High,Tier 3,Supermarket Type1,3440.85
247,FDU44,12.15,Regular,High,Fruits and Vegetables,163.46,OUT035,2004,Small,Tier 2,Supermarket Type1,974.73
248,FDL43,10.1,Low Fat,Low,Meat,75.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.97
249,FDF05,17.5,Low Fat,Low,Frozen Foods,262.49,OUT017,2007,NA,Tier 2,Supermarket Type1,5259.82
250,DRF15,12.6,Low Fat,High,Dairy,152.03,OUT019,1985,Small,Tier 1,Grocery Store,306.27
251,FDL20,17.1,Low Fat,High,Fruits and Vegetables,112.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.02
252,FDV32,7.785,Low Fat,High,Fruits and Vegetables,61.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.01
253,FDJ34,11.8,Regular,High,Snack Foods,125.97,OUT013,1987,High,Tier 3,Supermarket Type1,1877.56
254,FDG08,13.15,Regular,High,Fruits and Vegetables,171.88,OUT045,2002,NA,Tier 2,Supermarket Type1,3779.08
255,FDQ04,12.6,Low Fat,High,Frozen Foods,41.58,OUT019,1985,Small,Tier 1,Grocery Store,41.28
256,FDW13,8.5,Low Fat,High,Canned,51.13,OUT017,2007,NA,Tier 2,Supermarket Type1,259.66
257,NCI17,8.645,Low Fat,High,Health and Hygiene,96.34,OUT013,1987,High,Tier 3,Supermarket Type1,193.08
258,FDY03,17.6,Regular,High,Meat,110.92,OUT045,2002,NA,Tier 2,Supermarket Type1,1687.8
259,FDS12,9.1,Low Fat,High,Baking Goods,127.54,OUT017,2007,NA,Tier 2,Supermarket Type1,4655.94
260,FDJ55,12.8,Regular,Low,Meat,225.94,OUT013,1987,High,Tier 3,Supermarket Type1,4950.89
261,DRK01,7.63,Low Fat,High,Soft Drinks,95.44,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.15
262,FDG28,9.285,Regular,High,Frozen Foods,246.41,OUT017,2007,NA,Tier 2,Supermarket Type1,1225.07
263,FDY38,13.6,Regular,High,Dairy,231.03,OUT045,2002,NA,Tier 2,Supermarket Type1,5359.69
264,FDN01,8.895,Low Fat,High,Breakfast,176.24,OUT045,2002,NA,Tier 2,Supermarket Type1,1764.37
265,NCR54,16.35,Low Fat,High,Household,195.21,OUT013,1987,High,Tier 3,Supermarket Type1,2553.34
266,FDG29,17.6,Low Fat,High,Frozen Foods,43.35,OUT013,1987,High,Tier 3,Supermarket Type1,1006.69
267,FDG24,7.975,Low Fat,Low,Baking Goods,85.22,OUT013,1987,High,Tier 3,Supermarket Type1,1081.92
268,FDG59,15.85,Low Fat,Low,Starchy Foods,36.72,OUT017,2007,NA,Tier 2,Supermarket Type1,308.93
269,FDM28,15.7,Low Fat,High,Frozen Foods,178.67,OUT013,1987,High,Tier 3,Supermarket Type1,2516.72
270,FDW04,8.985,Regular,High,Frozen Foods,128.83,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.14
271,FDS26,20.35,Low Fat,High,Dairy,260.16,OUT013,1987,High,Tier 3,Supermarket Type1,2093.28
272,FDQ56,6.59,Low Fat,High,Fruits and Vegetables,85.69,OUT013,1987,High,Tier 3,Supermarket Type1,1929.49
273,FDK51,19.85,Low Fat,Low,Dairy,264.09,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.74
274,FDL22,16.85,Low Fat,Low,Snack Foods,91.45,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.62
275,FDH19,12.6,Low Fat,Low,Meat,173.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.5
276,FDY55,16.75,Low Fat,High,Fruits and Vegetables,256.5,OUT013,1987,High,Tier 3,Supermarket Type1,7452.97
277,FDY03,17.6,Regular,High,Meat,110.52,OUT017,2007,NA,Tier 2,Supermarket Type1,450.08
278,FDK21,7.905,Low Fat,Low,Snack Foods,250.44,OUT010,1998,NA,Tier 3,Grocery Store,500.68
279,FDZ10,12.6,Low Fat,Low,Snack Foods,126.2,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.56
280,FDZ32,7.785,Regular,Low,Fruits and Vegetables,103.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.37
281,NCZ18,7.825,Low Fat,High,Household,253.07,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.08
282,NCF07,12.6,Low Fat,Low,Household,101.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.23
283,DRE49,20.75,Low Fat,Low,Soft Drinks,153.0,OUT017,2007,NA,Tier 2,Supermarket Type1,2277.04
284,FDJ08,12.6,Low Fat,High,Fruits and Vegetables,190.38,OUT019,1985,Small,Tier 1,Grocery Store,573.25
285,FDT39,6.26,Regular,Low,Meat,151.14,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.05
286,FDE08,18.2,Low Fat,High,Fruits and Vegetables,147.37,OUT010,1998,NA,Tier 3,Grocery Store,296.95
287,NCD06,13.0,Low Fat,High,Household,46.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.27
288,FDB57,20.25,Regular,Low,Fruits and Vegetables,222.18,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43
289,NCT54,8.695,Low Fat,High,Household,95.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.72
290,DRF49,7.27,Low Fat,High,Soft Drinks,113.55,OUT045,2002,NA,Tier 2,Supermarket Type1,569.26
291,FDM25,12.6,Regular,High,Breakfast,174.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.97
292,FDF20,12.85,low fat,Low,Fruits and Vegetables,198.48,OUT045,2002,NA,Tier 2,Supermarket Type1,1379.54
293,FDH27,7.075,Low Fat,High,Dairy,142.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.57
294,FDV60,12.6,Regular,High,Baking Goods,196.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.51
295,FDY59,8.195,Low Fat,Low,Baking Goods,94.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.46
296,FDK36,7.09,Low Fat,Low,Baking Goods,47.9,OUT035,2004,Small,Tier 2,Supermarket Type1,583.24
297,NCM31,6.095,Low Fat,High,Others,141.42,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.15
298,FDE33,19.35,Regular,High,Fruits and Vegetables,80.26,OUT017,2007,NA,Tier 2,Supermarket Type1,942.77
299,FDU36,6.15,Low Fat,High,Baking Goods,99.34,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.92
300,FDV13,12.6,Regular,Low,Canned,87.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.77
301,FDV20,12.6,Regular,High,Fruits and Vegetables,125.27,OUT019,1985,Small,Tier 1,Grocery Store,254.34
302,NCQ54,17.7,Low Fat,Low,Household,167.05,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.66
303,FDO23,17.85,Low Fat,High,Breads,93.74,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.52
304,DRE60,9.395,Low Fat,High,Soft Drinks,224.97,OUT045,2002,NA,Tier 2,Supermarket Type1,7696.65
305,DRP47,15.75,Low Fat,High,Hard Drinks,250.54,OUT017,2007,NA,Tier 2,Supermarket Type1,2775.72
306,FDB21,7.475,Low Fat,High,Fruits and Vegetables,241.29,OUT045,2002,NA,Tier 2,Supermarket Type1,5317.08
307,FDR04,7.075,Low Fat,High,Frozen Foods,98.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.86
308,FDX23,6.445,Low Fat,Low,Baking Goods,92.64,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.98
309,FDX19,19.1,Low Fat,High,Fruits and Vegetables,235.1,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.05
310,FDD40,20.25,Regular,Low,Dairy,193.62,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.32
311,FDA01,15.0,Regular,High,Canned,59.19,OUT046,1997,Small,Tier 1,Supermarket Type1,527.31
312,FDS33,6.67,Regular,High,Snack Foods,89.15,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.89
313,FDM50,12.6,Regular,Low,Canned,60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.82
314,FDB29,16.7,Regular,High,Frozen Foods,112.72,OUT013,1987,High,Tier 3,Supermarket Type1,801.62
315,FDF46,7.07,Low Fat,High,Snack Foods,115.58,OUT045,2002,NA,Tier 2,Supermarket Type1,1267.02
316,FDA33,6.48,Low Fat,Low,Snack Foods,148.01,OUT045,2002,NA,Tier 2,Supermarket Type1,886.85
317,FDC08,19.0,Regular,High,Fruits and Vegetables,228.27,OUT010,1998,NA,Tier 3,Grocery Store,452.74
318,FDB53,13.35,Low Fat,High,Frozen Foods,147.54,OUT045,2002,NA,Tier 2,Supermarket Type1,3877.62
319,FDY31,12.6,Low Fat,Low,Fruits and Vegetables,146.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.25
320,DRQ35,12.6,Low Fat,Low,Hard Drinks,122.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.91
321,FDX36,9.695,Regular,High,Baking Goods,223.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.89
322,DRD13,15.0,Low Fat,High,Soft Drinks,62.62,OUT017,2007,NA,Tier 2,Supermarket Type1,958.75
323,FDC52,11.15,Regular,Low,Dairy,149.97,OUT017,2007,NA,Tier 2,Supermarket Type1,1956.12
324,FDB45,20.85,Low Fat,Low,Fruits and Vegetables,103.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2
325,NCK19,9.8,Low Fat,High,Others,194.35,OUT010,1998,NA,Tier 3,Grocery Store,387.5
326,FDV51,16.35,Low Fat,Low,Meat,165.08,OUT013,1987,High,Tier 3,Supermarket Type1,994.71
327,FDZ35,9.6,Regular,Low,Breads,101.3,OUT045,2002,NA,Tier 2,Supermarket Type1,1754.38
328,NCW17,12.6,Low Fat,Low,Health and Hygiene,130.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.98
329,FDV59,13.35,Low Fat,High,Breads,216.72,OUT045,2002,NA,Tier 2,Supermarket Type1,3918.9
330,DRH39,20.7,Low Fat,High,Dairy,76.37,OUT013,1987,High,Tier 3,Supermarket Type1,306.27
331,FDN60,12.6,Low Fat,High,Baking Goods,158.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.43
332,FDU55,16.2,Low Fat,Low,Fruits and Vegetables,260.63,OUT045,2002,NA,Tier 2,Supermarket Type1,4425.57
333,FDN58,12.6,Regular,High,Snack Foods,231.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.94
334,FDC41,12.6,Low Fat,High,Frozen Foods,76.87,OUT019,1985,Small,Tier 1,Grocery Store,229.7
335,FDO01,12.6,Regular,Low,Breakfast,129.4,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.99
336,NCO43,5.5,Low Fat,High,Others,101.3,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.65
337,FDQ07,15.1,Regular,High,Fruits and Vegetables,221.75,OUT045,2002,NA,Tier 2,Supermarket Type1,6410.32
338,FDF28,15.7,Regular,Low,Frozen Foods,122.9,OUT017,2007,NA,Tier 2,Supermarket Type1,1992.07
339,FDM01,7.895,Regular,High,Breakfast,104.43,OUT017,2007,NA,Tier 2,Supermarket Type1,2870.93
340,FDY49,12.6,Regular,Low,Canned,164.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.01
341,FDR24,17.35,Regular,High,Baking Goods,88.18,OUT013,1987,High,Tier 3,Supermarket Type1,539.3
342,NCY18,7.285,Low Fat,Low,Household,174.31,OUT013,1987,High,Tier 3,Supermarket Type1,4377.64
343,NCY30,20.25,Low Fat,Low,Household,181.0,OUT045,2002,NA,Tier 2,Supermarket Type1,2716.46
344,FDJ22,12.6,Low Fat,High,Snack Foods,190.95,OUT019,1985,Small,Tier 1,Grocery Store,383.5
345,DRI37,15.85,Low Fat,High,Soft Drinks,59.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.08
346,FDL27,6.17,Low Fat,Low,Meat,66.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.48
347,NCO30,19.5,Low Fat,Low,Household,182.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.69
348,NCB07,19.2,Low Fat,High,Household,197.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.58
349,FDX25,16.7,Low Fat,High,Canned,181.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.01
350,FDP59,20.85,Regular,High,Breads,104.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.57
351,FDR59,14.5,Regular,High,Breads,260.46,OUT045,2002,NA,Tier 2,Supermarket Type1,5494.85
352,FDT27,11.395,Regular,High,Meat,233.16,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4
353,DRI01,7.97,Low Fat,Low,Soft Drinks,174.04,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.63
354,FDU09,7.71,Regular,High,Snack Foods,55.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.7
355,FDH26,19.25,Regular,Low,Canned,141.75,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.34
356,FDH27,7.075,Low Fat,High,Dairy,142.21,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.88
357,FDN39,12.6,Regular,High,Meat,166.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.45
358,FDH40,11.6,Regular,High,Frozen Foods,79.93,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.19
359,FDJ56,12.6,Low Fat,High,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49
360,DRN47,12.1,Low Fat,Low,Hard Drinks,178.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
361,NCO17,10.0,Low Fat,High,Health and Hygiene,118.24,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.41
362,FDX60,14.35,Low Fat,High,Baking Goods,81.9,OUT045,2002,NA,Tier 2,Supermarket Type1,878.86
363,FDT22,10.395,Low Fat,High,Snack Foods,58.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.14
364,FDX26,12.6,Low Fat,High,Dairy,182.63,OUT019,1985,Small,Tier 1,Grocery Store,182.43
365,FDG45,8.1,Low Fat,High,Fruits and Vegetables,211.49,OUT013,1987,High,Tier 3,Supermarket Type1,3610.63
366,FDD44,8.05,Regular,High,Fruits and Vegetables,256.46,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.29
367,FDS15,9.195,Regular,High,Meat,108.76,OUT017,2007,NA,Tier 2,Supermarket Type1,2588.63
368,FDL51,20.7,Regular,High,Dairy,212.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.33
369,FDL32,15.7,Regular,High,Fruits and Vegetables,110.15,OUT017,2007,NA,Tier 2,Supermarket Type1,1230.4
370,FDZ07,12.6,Regular,High,Fruits and Vegetables,60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.74
371,NCW53,12.6,Low Fat,High,Health and Hygiene,193.82,OUT019,1985,Small,Tier 1,Grocery Store,384.83
372,NCA54,16.5,Low Fat,Low,Household,180.03,OUT045,2002,NA,Tier 2,Supermarket Type1,3969.5
373,FDX09,9.0,Low Fat,High,Snack Foods,176.44,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.23
374,FDO51,6.785,Regular,Low,Meat,41.21,OUT013,1987,High,Tier 3,Supermarket Type1,809.61
375,FDW49,19.5,Low Fat,High,Canned,178.6,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7
376,FDB27,7.575,Low Fat,High,Dairy,195.28,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.23
377,FDF45,18.2,Regular,Low,Fruits and Vegetables,57.79,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76
378,FDV02,16.75,Low Fat,High,Dairy,169.81,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1
379,FDY28,7.47,Regular,High,Frozen Foods,214.32,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.44
380,FDX31,12.6,Regular,Low,Fruits and Vegetables,231.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0
381,FDR43,12.6,Low Fat,High,Fruits and Vegetables,38.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.28
382,FDP51,13.85,Regular,High,Meat,119.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.74
383,FDL52,6.635,Regular,High,Frozen Foods,37.45,OUT017,2007,NA,Tier 2,Supermarket Type1,1176.47
384,FDR44,6.11,Regular,High,Fruits and Vegetables,130.5,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.41
385,FDB34,15.25,Low Fat,Low,Snack Foods,86.22,OUT035,2004,Small,Tier 2,Supermarket Type1,610.54
386,FDC50,15.85,Low Fat,High,Canned,96.41,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.72
387,FDT57,15.2,Low Fat,Low,Snack Foods,235.12,OUT010,1998,NA,Tier 3,Grocery Store,474.05
388,FDP22,12.6,Regular,High,Snack Foods,52.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.73
389,DRE49,20.75,Low Fat,Low,Soft Drinks,150.5,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.64
390,FDM40,10.195,Low Fat,High,Frozen Foods,143.22,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.68
391,FDY32,7.605,Low Fat,High,Fruits and Vegetables,164.02,OUT045,2002,NA,Tier 2,Supermarket Type1,3914.9
392,FDW07,18.0,Regular,High,Fruits and Vegetables,88.55,OUT046,1997,Small,Tier 1,Supermarket Type1,796.96
393,FDU02,12.6,Low Fat,High,Dairy,228.94,OUT019,1985,Small,Tier 1,Grocery Store,916.14
394,NCF18,18.35,Low Fat,High,Household,191.35,OUT045,2002,NA,Tier 2,Supermarket Type1,3259.76
395,FDQ56,6.59,Low Fat,High,Fruits and Vegetables,84.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.82
396,FDN58,13.8,Regular,High,Snack Foods,230.1,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.17
397,FDG35,21.2,Regular,Low,Starchy Foods,173.57,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.15
398,FDY34,10.5,Regular,Low,Snack Foods,166.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.55
399,NCE19,8.97,Low Fat,High,Household,52.8,OUT045,2002,NA,Tier 2,Supermarket Type1,1037.32
400,NCK31,12.6,Low Fat,Low,Others,50.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.73
401,NCJ29,10.6,Low Fat,Low,Health and Hygiene,86.12,OUT045,2002,NA,Tier 2,Supermarket Type1,426.11
402,FDT59,13.65,Low Fat,Low,Breads,231.17,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.0
403,NCX41,19.0,Low Fat,Low,Health and Hygiene,211.02,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.04
404,FDU45,12.6,Regular,Low,Snack Foods,115.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.04
405,FDW24,12.6,Low Fat,High,Baking Goods,48.9,OUT019,1985,Small,Tier 1,Grocery Store,48.6
406,FDF22,6.865,Low Fat,High,Snack Foods,212.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.49
407,FDM60,10.8,Regular,High,Baking Goods,40.21,OUT046,1997,Small,Tier 1,Supermarket Type1,690.43
408,FDR02,16.7,Low Fat,Low,Dairy,110.29,OUT013,1987,High,Tier 3,Supermarket Type1,1890.21
409,DRP35,12.6,Low Fat,High,Hard Drinks,126.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195.84
410,FDS48,15.15,Low Fat,Low,Baking Goods,150.17,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.71
411,NCZ42,10.5,Low Fat,High,Household,238.32,OUT010,1998,NA,Tier 3,Grocery Store,711.07
412,FDZ38,17.6,Low Fat,Low,Dairy,174.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.06
413,FDH19,19.35,Low Fat,Low,Meat,175.47,OUT046,1997,Small,Tier 1,Supermarket Type1,521.32
414,NCB55,15.7,Low Fat,High,Household,59.46,OUT046,1997,Small,Tier 1,Supermarket Type1,829.59
415,FDC15,18.1,Low Fat,High,Dairy,155.53,OUT017,2007,NA,Tier 2,Supermarket Type1,1571.29
416,FDF11,10.195,Regular,Low,Starchy Foods,239.65,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.54
417,FDW35,12.6,low fat,Low,Breads,41.65,OUT019,1985,Small,Tier 1,Grocery Store,83.89
418,FDB44,6.655,Low Fat,Low,Fruits and Vegetables,211.06,OUT045,2002,NA,Tier 2,Supermarket Type1,844.23
419,NCC06,19.0,Low Fat,Low,Household,127.33,OUT017,2007,NA,Tier 2,Supermarket Type1,2940.17
420,FDR04,7.075,Low Fat,Low,Frozen Foods,98.01,OUT010,1998,NA,Tier 3,Grocery Store,291.62
421,FDB17,13.15,Low Fat,Low,Frozen Foods,181.3,OUT045,2002,NA,Tier 2,Supermarket Type1,3259.76
422,FDW43,20.1,Regular,Low,Fruits and Vegetables,226.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.55
423,FDA27,20.35,Regular,High,Dairy,256.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.68
424,NCU41,18.85,Low Fat,High,Health and Hygiene,190.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687.96
425,FDY56,16.35,Regular,High,Fruits and Vegetables,227.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642.66
426,FDV39,11.3,Low Fat,Low,Meat,196.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943.56
427,FDN32,17.5,Low Fat,Low,Fruits and Vegetables,182.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135.25
428,FDW07,18.0,Regular,High,Fruits and Vegetables,87.45,OUT045,2002,NA,Tier 2,Supermarket Type1,796.96
429,FDZ27,7.935,Low Fat,Low,Dairy,51.54,OUT045,2002,NA,Tier 2,Supermarket Type1,848.9
430,FDW23,12.6,Low Fat,High,Baking Goods,37.32,OUT019,1985,Small,Tier 1,Grocery Store,38.62
431,FDU01,20.25,Regular,Low,Canned,184.59,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.49
432,FDF10,15.5,Regular,High,Snack Foods,149.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.57
433,DRH03,12.6,Low Fat,High,Dairy,91.81,OUT019,1985,Small,Tier 1,Grocery Store,372.85
434,FDW27,12.6,Regular,High,Meat,155.73,OUT019,1985,Small,Tier 1,Grocery Store,155.13
435,DRI13,15.35,Low Fat,Low,Soft Drinks,218.05,OUT013,1987,High,Tier 3,Supermarket Type1,3038.71
436,NCR05,10.1,Low Fat,High,Health and Hygiene,200.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1587.27
437,FDB29,16.7,Regular,High,Frozen Foods,115.42,OUT045,2002,NA,Tier 2,Supermarket Type1,687.11
438,FDL51,20.7,Regular,High,Dairy,213.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929.49
439,FDB11,16.0,Low Fat,High,Starchy Foods,223.84,OUT013,1987,High,Tier 3,Supermarket Type1,3600.65
440,FDI35,14.0,Low Fat,Low,Starchy Foods,180.76,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.16
441,FDX08,12.85,Low Fat,Low,Fruits and Vegetables,181.43,OUT046,1997,Small,Tier 1,Supermarket Type1,3428.2
442,FDP59,20.85,Regular,High,Breads,105.66,OUT045,2002,NA,Tier 2,Supermarket Type1,623.19
443,NCJ18,12.35,Low Fat,High,Household,120.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.22
444,FDJ41,6.85,Low Fat,Low,Frozen Foods,261.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,3401.57
445,FDU08,10.3,Low Fat,Low,Fruits and Vegetables,101.0,OUT035,2004,Small,Tier 2,Supermarket Type1,1289.65
446,FDS09,12.6,Regular,High,Snack Foods,49.6,OUT019,1985,Small,Tier 1,Grocery Store,50.6
447,DRH15,8.775,Low Fat,High,Dairy,45.94,OUT013,1987,High,Tier 3,Supermarket Type1,790.97
448,NCV17,18.85,Low Fat,Low,Health and Hygiene,129.26,OUT017,2007,NA,Tier 2,Supermarket Type1,3147.9
449,NCO54,12.6,Low Fat,Low,Household,56.76,OUT027,1985,Medium,Tier 3,Supermarket Type3,2486.76
450,FDE24,14.85,Low Fat,High,Baking Goods,141.08,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.85
451,FDH53,20.5,Regular,Low,Frozen Foods,84.36,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.3
452,FDZ13,7.84,Regular,High,Canned,51.94,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74
453,FDW28,18.25,Low Fat,High,Frozen Foods,196.75,OUT045,2002,NA,Tier 2,Supermarket Type1,978.73
454,FDU46,10.3,Regular,Low,Snack Foods,85.85,OUT013,1987,High,Tier 3,Supermarket Type1,2683.17
455,NCE43,12.5,Low Fat,High,Household,169.94,OUT035,2004,Small,Tier 2,Supermarket Type1,2897.56
456,FDS26,12.6,Low Fat,High,Dairy,260.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,9158.08
457,FDB14,20.25,Regular,High,Canned,93.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.45
458,DRB48,12.6,Regular,Low,Soft Drinks,40.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,1296.31
